name,type_cluster,scaffold,USo,SSo,TUPOR_,TUPOR,TUPOR_unique,TUPOR_1,TUPOR_2,SESY,ASER,CwASo
DrugEx_RNN_epsilon_0.6_desired_0,dis,murcko,66143,151304,5/92,0.05434782608695652,0.008216716218943277,6.465532104671505e-05,0.04648366195644428,0.43715301644371596,0.00022471316026013852,34
