name,type_cluster,scaffold,USo,SSo,TUPOR_,TUPOR,TUPOR_unique,TUPOR_1,TUPOR_2,SESY,ASER,CwASo,metric_1,metric_2
DrugEx_GT_2,dis,csk,211132,889336,14/40,0.35,0.016577307087509235,7.320068005793086e-05,0.3863751495497765,0.23740408574487032,0.0010558439105130119,939,6.631362555537661e-05,0.0010569598951819963
