name,type_cluster,scaffold,USo,SSo,TUPOR_,TUPOR,SESY,ASER,ACR,CwASo
REINVENT_10k_0,dis,csk,4693,9909,13/42,0.30952380952380953,0.473609849631648,0.003138287102652359,0.002777777777777778,31
