name,type_cluster,scaffold,SSo,TUPOR_,TUPOR,SESY,ASER
DrugEx_GT_epsilon_0.6_125k_0,dis,csk,124959.0,25/40,0.625,0.3865348,0.0073704
DrugEx_GT_epsilon_0.6_125k_1,dis,csk,124838.0,15/23,0.6521739,0.384282,0.0042936
DrugEx_GT_epsilon_0.6_125k_2,dis,csk,124924.0,11/40,0.275,0.3889965,0.0007925
DrugEx_GT_epsilon_0.6_125k_3,dis,csk,124899.0,19/37,0.5135135,0.4332461,0.0080305
DrugEx_GT_epsilon_0.6_125k_4,dis,csk,124972.0,35/43,0.8139535,0.450933,0.0183401
DrugEx_GT_epsilon_0.6_125k_mean,dis,csk,124918.4,-,0.5759282,0.4087985,0.0077654
