name,type_cluster,scaffold,USo,SSo,TUPOR_,TUPOR,TUPOR_unique,TUPOR_1,TUPOR_2,SESY,ASER,CwASo,KL_OS_IS,KL_OS_RS
GB_GA_0,dis,csk,2636.0,10000.0,5/40,0.125,0.4742033,0.00225,0.148275,0.2636,0.0116,116.0,0.0149427168396893,0.0195455783255018
GB_GA_1,dis,csk,2552.0,9996.0,5/23,0.2173913,0.8518468,0.0013701,0.152023,0.2553021,0.0021008,21.0,0.0131425724536628,0.0537152602000433
GB_GA_2,dis,csk,3096.0,9995.0,4/40,0.1,0.3229974,0.0018609,0.144036,0.3097549,0.0014007,14.0,0.0165972823238781,0.045655913405788
GB_GA_3,dis,csk,2668.0,10000.0,9/37,0.2432432,0.9117063,0.0055703,0.4016617,0.2668,0.0172,172.0,0.013620239448609,0.0224546076966674
GB_GA_4,dis,csk,2598.0,9999.0,13/43,0.3023256,1.1636858,0.0091916,0.5553447,0.259826,0.0218022,218.0,0.0275170351329798,0.0208047532097952
GB_GA_mean,dis,csk,2710.0,9998.0,-,0.197592,0.7448879,0.0040486,0.2802681,0.2710566,0.0108207,108.2,0.0171639692397638,0.03243522256755914
