name,type_cluster,scaffold,USo,SSo,TUPOR_,TUPOR,TUPOR_unique,TUPOR_1,TUPOR_2,SESY,ASER,CwASo,metric_1,metric_2
GB_GA_0,dis,csk,"2,636.0","10,000.0",5/40,0.125,0.4742033,0.00225,0.148275,0.2636,0.0116,116.0,0.0019004,0.0117361
GB_GA_1,dis,csk,"2,552.0","9,996.0",5/23,0.2173913,0.8518468,0.0013701,0.152023,0.2553021,0.0021008,21.0,0.0019631,0.0021053
GB_GA_2,dis,csk,"3,096.0","9,995.0",4/40,0.1,0.3229974,0.0018609,0.144036,0.3097549,0.0014007,14.0,0.0012937,0.0014027
GB_GA_3,dis,csk,"2,668.0","10,000.0",9/37,0.2432432,0.9117063,0.0055703,0.4016617,0.2668,0.0172,172.0,0.0033847,0.017501
GB_GA_4,dis,csk,"2,598.0","9,999.0",13/43,0.3023256,1.1636858,0.0091916,0.5553447,0.259826,0.0218022,218.0,0.005029,0.0222881
GB_GA_mean,dis,csk,"2,710.0","9,998.0",-,0.197592,0.7448879,0.0040486,0.2802681,0.2710566,0.0108207,108.2,0.0027142,0.0110066
