name,type_cluster,scaffold,USo,SSo,TUPOR_,TUPOR,TUPOR_unique,TUPOR_1,TUPOR_2,SESY,ASER,CwASo,metric_1,metric_2
GB_GA_3,dis,csk,2668,10000,9/37,0.24324324324324326,0.9117063090076584,0.00557027027027027,0.4016616508400292,0.2668,0.0172,172,0.003384731101918014,0.017501017501017502
