name,type_cluster,scaffold,USo,SSo,TUPOR_,TUPOR,SESY,ASER,CwASo
REINVENT_125k_3,sim,csk,25610,123687,22/42,0.5238095238095238,0.20705490471917015,0.008825088699482076,1082
