name,type_cluster,scaffold,USo,SSo,TUPOR_,TUPOR,TUPOR_unique,TUPOR_1,TUPOR_2,SESY,ASER,CwASo
DrugEx_epsilon_0.6_1,sim,murcko,7246,9994,16/100,0.16,0.22081148219707425,0.003778266960176106,0.2737732239343606,0.7250350210126075,0.014808885331198719,148
