name,type_cluster,scaffold,USo,SSo,TUPOR_,TUPOR,SESY,ASER,ACR,CwASo
REINVENT_4,sim,murcko,411061,746806,3/40,0.075,0.5504254116865692,0.00023170687606896562,7.298240151024916e-06,173
