name,type_cluster,scaffold,USo,SSo,TUPOR_,TUPOR,TUPOR_unique,TUPOR_1,TUPOR_2,SESY,ASER,CwASo
REINVENT_0,sim,murcko,"622,980.0","967,931.0",16/115,0.1391304,0.0022333,6.99e-05,0.3784341,0.6436203,0.0003926,380.0
REINVENT_1,sim,murcko,"643,336.0","965,714.0",16/100,0.16,0.002487,3.91e-05,0.2515483,0.6661765,0.0004453,430.0
REINVENT_2,sim,murcko,"617,810.0","962,000.0",4/58,0.0689655,0.0011163,9.7e-06,0.1030903,0.6422141,4.05e-05,39.0
REINVENT_3,sim,murcko,"652,900.0","962,078.0",10/51,0.1960784,0.0030032,1.28e-05,0.1643753,0.6786352,0.0001611,155.0
REINVENT_4,sim,murcko,"632,765.0","963,991.0",1/40,0.025,0.0003951,1.1e-06,0.0172305,0.6564014,1e-06,1.0
REINVENT_mean,sim,murcko,"633,958.2","964,342.8",-,0.1178349,0.001847,2.65e-05,0.1829357,0.6574095,0.0002081,201.0
