name,type_cluster,scaffold,USo,SSo,TUPOR_,TUPOR,TUPOR_unique,TUPOR_1,TUPOR_2,SESY,ASER,CwASo,KL_OS_IS,KL_OS_RS
GB_GA_mean,dis,murcko,4415.6,9998.0,-,0.0398009,0.089322,0.0008195,0.050558,0.4416521,0.0030201,30.2,0.09607933253935452,0.10161532182388625
