name,type_cluster,scaffold,USo,SSo,TUPOR,SESY,ASER,ASR,CwASo
Molpher_10k_mean,dis,murcko,"3,573.6","10,301.0",0.0140172,0.3474747,0.0020518,0.0003366,20.6
REINVENT_10k_mean,dis,murcko,"8,842.6","9,929.8",0.021736,0.8905088,0.0002015,0.0001357,2.0
DrugEx_GT_epsilon_0.1_10k_mean,dis,murcko,"7,777.4","9,992.8",0.0368503,0.7783093,0.0011849,0.0003608,11.8
DrugEx_GT_epsilon_0.6_10k_mean,dis,murcko,"8,428.4","9,993.0",0.074603,0.8434252,0.0017062,0.0006134,17.0
DrugEx_RNN_epsilon_0.1_10k_mean,dis,murcko,"7,440.2","9,999.8",0.0184779,0.7440354,0.0006811,0.0001314,6.8
DrugEx_RNN_epsilon_0.6_10k_mean,dis,murcko,"7,119.2","9,908.8",0.05696,0.7184188,0.0011931,0.0004973,11.8
GB_GA_mut_r_0.01_10k_mean,dis,murcko,"8,044.0","9,999.4",0.0177329,0.8044486,0.0003002,0.0001731,3.0
addcarbon_10k_mean,dis,murcko,"1,891.6","10,000.0",0.0125956,0.18916,0.0006614,0.0003984,6.6
