name,type_cluster,scaffold,USo,SSo,TUPOR_,TUPOR,SESY,ASER,ASR,CwASo
DrugEx_GT_epsilon_0.6_100k_mean,dis,murcko,73003.8,99945.2,-,0.1725306,0.7304358,0.0018168,0.0001626,181.0
