name,type_cluster,scaffold,uniq_scaffolds,set_size,TUPOR_,TUPOR,SESY,ASER,tRS
DrugEx_mean,dis,murcko,708817.8,1000000.0,-,0.162776,0.7088178,0.0012532,1253.2
