name,type_cluster,scaffold,USo,SSo,TUPOR,SESY,ASER,ASR,CwASo
Molpher_500k_mean,dis,murcko,"138,118.4","514,025.2",0.1267914,0.2689585,0.0014871,6.63e-05,741.6
REINVENT_500k_mean,dis,murcko,"340,469.0","496,196.8",0.0908095,0.6861558,0.0002053,2e-05,101.8
DrugEx_GT_epsilon_0.1_500k_mean,dis,murcko,"254,794.8","499,617.4",0.1343479,0.5099977,0.0010741,3.84e-05,535.0
DrugEx_GT_epsilon_0.6_500k_mean,dis,murcko,"322,751.2","499,731.2",0.2644414,0.6458479,0.001842,5.57e-05,917.6
DrugEx_RNN_epsilon_0.1_500k_mean,dis,murcko,"213,646.8","499,971.2",0.0343444,0.427318,0.0006245,1.12e-05,311.8
DrugEx_RNN_epsilon_0.6_500k_mean,dis,murcko,"229,524.0","495,535.0",0.2686844,0.4631746,0.0015023,7.64e-05,742.6
GB_GA_mut_r_0.01_500k_mean,dis,murcko,"228,441.8","499,978.6",0.0824572,0.4569029,0.0003626,2.34e-05,181.2
addcarbon_500k_mean,dis,murcko,"2,969.0","500,000.0",0.0152271,0.005938,0.0007406,0.0003139,369.4
