name,type_cluster,scaffold,USo,SSo,TUPOR_,TUPOR,TUPOR_unique,TUPOR_1,TUPOR_2,SESY,ASER,CwASo,KL_OS_IS,KL_OS_RS
DrugEx_RNN_mean,dis,murcko,432258.8,869407.2,-,0.3267285,0.0075097,7.01e-05,0.4219912,0.4968437,0.000954,828.0,0.0035643504591673196,0.052941196519775954
