name,type_cluster,scaffold,USo,SSo,TUPOR_,TUPOR,SESY,ASER,ASR,CwASo
DrugEx_GT_epsilon_0.1_10k_0,sim,csk,5214.0,9990.0,13/38,0.3421053,0.5219219,0.009907,0.0024995,98.0
DrugEx_GT_epsilon_0.1_10k_1,sim,csk,4840.0,9984.0,13/38,0.3421053,0.4847756,0.0452261,0.0026932,432.0
DrugEx_GT_epsilon_0.1_10k_2,sim,csk,4727.0,9990.0,3/37,0.0810811,0.4731732,0.00271,0.0006351,27.0
DrugEx_GT_epsilon_0.1_10k_3,sim,csk,4764.0,10000.0,17/35,0.4857143,0.4764,0.0177081,0.0035812,174.0
DrugEx_GT_epsilon_0.1_10k_4,sim,csk,4575.0,9990.0,2/35,0.0571429,0.457958,0.0003004,0.0004373,3.0
DrugEx_GT_epsilon_0.1_10k_mean,sim,csk,4824.0,9990.8,-,0.2616298,0.4828457,0.0151703,0.0019693,146.8
