name,type_cluster,scaffold,USo,SSo,TUPOR_,TUPOR,TUPOR_unique,TUPOR_1,TUPOR_2,SESY,ASER,CwASo
GB_GA_0,sim,csk,"2,455.0","10,000.0",17/38,0.4473684,1.8222746,0.0217421,1.4046544,0.2455,0.0163,163.0
GB_GA_1,sim,csk,"2,663.0","10,000.0",17/38,0.4473684,1.6799415,0.0105579,0.7398861,0.2663,0.0259,259.0
GB_GA_2,sim,csk,"3,034.0","10,000.0",9/37,0.2432432,0.8017246,0.0032838,0.2692703,0.3034,0.0343,343.0
GB_GA_3,sim,csk,"2,620.0","10,000.0",18/35,0.5142857,1.9629226,0.00324,0.2425371,0.262,0.0289,289.0
GB_GA_4,sim,csk,"2,751.0","9,998.0",11/35,0.3142857,1.1424417,0.0013203,0.1037728,0.275155,0.005001,50.0
GB_GA_mean,sim,csk,"2,704.6","9,999.6",-,0.3933103,1.481861,0.0080288,0.5520241,0.270471,0.0220802,220.8
