name,type_cluster,scaffold,USo,SSo,TUPOR_,TUPOR,TUPOR_unique,TUPOR_1,TUPOR_2,SESY,ASER,CwASo,metric_1,metric_2
GB_GA_3,sim,csk,2620,10000,18/35,0.5142857142857142,1.9629225736095965,0.00324,0.24253714285714284,0.262,0.0289,289,0.006917755572636433,0.02976006590464422
