name,type_cluster,scaffold,uniq_scaffolds,set_size,TUPOR_,TUPOR,TUPOR_unique,TUPOR_set,SESY,ASER,tRS
GB_GA_2,sim,csk,3034,10000,9/37,0.24324324324324326,0.010823282082346024,0.0032837837837837837,0.3034,0.0343,343
