name,type_cluster,scaffold,USo,SSo,TUPOR_,TUPOR,SESY,ASER,ACR,CwASo
addcarbon_10k_3,dis,csk,747,10000,3/47,0.06382978723404255,0.0747,0.007049345417925478,0.004032258064516129,70
