name,type_cluster,scaffold,USo,SSo,TUPOR_,TUPOR,SESY,ASER,CwASo
Molpher_62.5k_0,dis,csk,12295,62579,16/42,0.38095238095238093,0.196471659821985,0.007567341287092048,470
