name,type_cluster,scaffold,USo,SSo,TUPOR_,TUPOR,TUPOR_unique,TUPOR_set,SESY,ASER,CwASo
addcarbon_1,sim,csk,846,1000000,10/38,0.2631578947368421,3.1106134129650367,0.002631578947368421,0.000846,0.029229,29229
