name,type_cluster,scaffold,SSo,TUPOR_,TUPOR,SESY,ASER
addcarbon_0,sim,csk,1000000.0,3/38,0.0789474,0.000866,0.003098
addcarbon_1,sim,csk,1000000.0,10/38,0.2631579,0.000846,0.029229
addcarbon_2,sim,csk,1000000.0,13/37,0.3513514,0.000861,0.010216
addcarbon_3,sim,csk,1000000.0,7/35,0.2,0.000878,0.022256
addcarbon_4,sim,csk,1000000.0,4/35,0.1142857,0.000868,0.00637
addcarbon_mean,sim,csk,1000000.0,-,0.2015485,0.0008638,0.0142338
