name,type_cluster,scaffold,uniq_scaffolds,set_size,TUPOR_,TUPOR,TUPOR_new,SESY,ASER,tRS
Molpher_3,dis,csk,89696,693460,20/37,0.5405405405405406,7.794833740093741e-07,0.12934560032301792,0.006725694344302483,4664
