name,type_cluster,scaffold,uniq_scaffolds,set_size,TUPOR_,TUPOR,TUPOR_new,SESY,ASER,tRS,TUPOR_new_
Molpher_0,dis,csk,104715.0,916546.0,15/40,0.375,4.0914476742029325e-07,0.1142495848544426,0.0032906149827722,3016.0,-6.38812299867345
Molpher_1,dis,csk,119055.0,1070030.0,15/23,0.6521739130434783,6.094912414076972e-07,0.1112632356102165,0.0011055764791641,1183.0,-6.215032530957227
Molpher_2,dis,csk,105240.0,906891.0,9/40,0.225,2.481003781049763e-07,0.1160448168523008,0.0001135748397547,103.0,-6.605372573862496
Molpher_3,dis,csk,89696.0,693460.0,20/37,0.5405405405405406,7.794833740093741e-07,0.1293456003230179,0.0067256943443024,4664.0,-6.108193143660502
Molpher_4,dis,csk,81634.0,532962.0,34/43,0.7906976744186046,1.4835910898311789e-06,0.1531703948874404,0.0117081518006912,6240.0,-5.828685783626503
Molpher_mean,dis,csk,100068.0,823977.8,-,0.5166824256005247,7.059621701547039e-07,0.12481472650548361,0.00458872248933692,3041.2,-6.1512185705250335
