name,type_cluster,scaffold,uniq_scaffolds,set_size,TUPOR_,TUPOR,TUPOR_new,SESY,ASER,tRS
Molpher_0,dis,csk,"104,715.0","916,546.0",15/40,0.375,4.0914476742029325e-07,0.1142495848544426,0.0032906149827722,"3,016.0"
Molpher_1,dis,csk,"119,055.0","1,070,030.0",15/23,0.6521739130434783,6.094912414076972e-07,0.1112632356102165,0.0011055764791641,"1,183.0"
Molpher_2,dis,csk,"105,240.0","906,891.0",9/40,0.225,2.481003781049763e-07,0.1160448168523008,0.0001135748397547,103.0
Molpher_3,dis,csk,"89,696.0","693,460.0",20/37,0.5405405405405406,7.794833740093741e-07,0.1293456003230179,0.0067256943443024,"4,664.0"
Molpher_4,dis,csk,"81,634.0","532,962.0",34/43,0.7906976744186046,1.4835910898311789e-06,0.1531703948874404,0.0117081518006912,"6,240.0"
Molpher_mean,dis,csk,"100,068.0","823,977.8",-,0.5166824256005247,7.059621701547039e-07,0.12481472650548361,0.00458872248933692,"3,041.2"
