name,type_cluster,phfp,UFo,SSo,TUPOR_,TUPOR,SESY,ASER,CwAFo,ACR,DIV
Molpher_250k_0,sim,cdpkit,193678.0,250545.0,34/411,0.0827251,0.7730268,0.0020036,501.0,0.0001756,0.0
Molpher_250k_1,sim,cdpkit,195103.0,250030.0,11/207,0.0531401,0.7803184,0.0010169,254.0,5.64e-05,0.0
Molpher_250k_2,sim,cdpkit,194312.0,250104.0,12/121,0.0991736,0.7769248,0.0011128,278.0,6.18e-05,0.0
Molpher_250k_3,sim,cdpkit,195219.0,250056.0,14/58,0.2413793,0.7807011,0.0006843,171.0,7.17e-05,0.0
Molpher_250k_4,sim,cdpkit,195657.0,250229.0,10/42,0.2380952,0.7819118,0.000952,238.0,5.11e-05,0.0
Molpher_250k_mean,sim,cdpkit,194793.8,250192.8,-,0.1429027,0.7785766,0.0011539,288.4,8.33e-05,0.0
