TSNE1,TSNE2,set_label,opacity
67.21211,-7.4841585,Molpher,0.8
75.32898,30.065039,Molpher,0.8
70.77234,71.137405,Molpher,0.8
-60.58245,46.87636,Molpher,0.8
66.22434,42.772503,Molpher,0.8
83.67815,-51.844948,Molpher,0.8
49.278816,-12.256303,Molpher,0.8
66.29853,-41.07956,Molpher,0.8
36.152294,47.653217,Molpher,0.8
63.620754,33.88769,Molpher,0.8
41.411625,14.506164,Molpher,0.8
44.385105,-33.23501,Molpher,0.8
58.19907,-16.795107,Molpher,0.8
79.258415,30.0157,Molpher,0.8
13.08773,-18.111544,Molpher,0.8
78.19199,14.336274,Molpher,0.8
-27.697319,34.661076,Molpher,0.8
61.02578,-31.639004,Molpher,0.8
48.744625,-71.030334,Molpher,0.8
83.27822,-24.95157,Molpher,0.8
-72.24108,64.62724,Molpher,0.8
-16.559294,99.85863,Molpher,0.8
55.152153,-15.885716,Molpher,0.8
83.72007,-53.073383,Molpher,0.8
62.78771,18.716429,Molpher,0.8
46.575966,-34.417023,Molpher,0.8
52.210728,-41.44267,Molpher,0.8
74.05537,57.59457,Molpher,0.8
98.958145,-12.25162,Molpher,0.8
30.454245,-81.418816,Molpher,0.8
87.460846,-7.567602,Molpher,0.8
83.22254,13.492156,Molpher,0.8
100.23606,-14.796469,Molpher,0.8
-40.525696,91.1669,Molpher,0.8
92.79079,-8.483798,Molpher,0.8
101.72236,8.175035,Molpher,0.8
99.69644,15.513263,Molpher,0.8
19.020435,27.369667,Molpher,0.8
85.491554,10.4999075,Molpher,0.8
-9.284448,30.07485,Molpher,0.8
70.415016,-21.6741,Molpher,0.8
91.63031,-15.143462,Molpher,0.8
-2.7992933,-47.622143,Molpher,0.8
39.037132,35.89123,Molpher,0.8
18.098335,-84.6315,Molpher,0.8
9.175166,-76.92507,Molpher,0.8
51.430874,-7.106261,Molpher,0.8
70.74799,61.940598,Molpher,0.8
51.384663,-39.89672,Molpher,0.8
65.385216,54.38983,Molpher,0.8
58.900658,-66.16502,Molpher,0.8
48.814117,-46.02922,Molpher,0.8
49.599148,20.6503,Molpher,0.8
51.835083,-6.846177,Molpher,0.8
32.48861,-82.281204,Molpher,0.8
44.95256,-80.27485,Molpher,0.8
81.22648,58.55605,Molpher,0.8
63.949013,33.1855,Molpher,0.8
53.763897,-56.64144,Molpher,0.8
63.866783,-74.1859,Molpher,0.8
87.18878,-8.629978,Molpher,0.8
32.83116,-84.397316,Molpher,0.8
38.033104,-0.7312582,Molpher,0.8
79.11018,-52.71573,Molpher,0.8
83.41825,-54.2808,Molpher,0.8
-24.29992,34.96992,Molpher,0.8
-89.44133,41.422848,Molpher,0.8
91.205376,0.41157714,Molpher,0.8
18.863508,24.451508,Molpher,0.8
-6.320096,-13.818889,Molpher,0.8
47.98345,-35.81843,Molpher,0.8
-13.263354,31.746452,Molpher,0.8
-66.048416,-72.05451,Molpher,0.8
66.87148,-30.012012,Molpher,0.8
62.592495,-24.790165,Molpher,0.8
67.65108,25.802652,Molpher,0.8
61.151096,-28.933285,Molpher,0.8
-84.35702,60.331738,Molpher,0.8
56.910492,53.760715,Molpher,0.8
43.112877,36.525043,Molpher,0.8
27.281054,-19.119534,Molpher,0.8
38.15567,-24.80953,Molpher,0.8
78.84201,-44.13235,Molpher,0.8
72.70868,68.040276,Molpher,0.8
51.193417,37.813885,Molpher,0.8
94.14047,-30.131428,Molpher,0.8
53.751095,-42.67589,Molpher,0.8
-41.177895,89.48238,Molpher,0.8
17.36366,27.643625,Molpher,0.8
101.92122,8.236942,Molpher,0.8
35.665802,-41.700138,Molpher,0.8
98.597786,27.727205,Molpher,0.8
-92.09625,39.699486,Molpher,0.8
-102.04896,-4.140945,Molpher,0.8
59.474426,23.417831,Molpher,0.8
76.881134,14.353797,Molpher,0.8
40.2515,2.666249,Molpher,0.8
45.611084,35.03112,Molpher,0.8
19.830826,-29.39974,Molpher,0.8
98.8108,13.648105,Molpher,0.8
68.830215,28.716364,Molpher,0.8
23.677614,-14.242614,Molpher,0.8
-23.726242,-10.2382555,Molpher,0.8
41.280197,41.818336,Molpher,0.8
-50.904205,35.866333,Molpher,0.8
-19.482903,102.99511,Molpher,0.8
97.750916,13.489034,Molpher,0.8
96.75827,29.847727,Molpher,0.8
-15.750649,-48.249958,Molpher,0.8
78.22894,-55.944107,Molpher,0.8
50.548054,43.13951,Molpher,0.8
36.027336,27.013887,Molpher,0.8
49.469784,-0.8341263,Molpher,0.8
49.606445,-23.646473,Molpher,0.8
60.510204,31.69505,Molpher,0.8
88.45902,14.059304,Molpher,0.8
75.1244,-43.66193,Molpher,0.8
-49.26294,34.36805,Molpher,0.8
97.07614,-16.994022,Molpher,0.8
75.942726,-40.70747,Molpher,0.8
44.119915,-33.52686,Molpher,0.8
75.16693,25.000093,Molpher,0.8
4.049649,-34.833225,Molpher,0.8
62.73356,-25.706625,Molpher,0.8
54.722843,-19.40536,Molpher,0.8
40.937283,-19.420486,Molpher,0.8
30.836346,-36.238865,Molpher,0.8
72.70822,-35.121677,Molpher,0.8
-9.436471,26.787476,Molpher,0.8
105.32249,-8.039542,Molpher,0.8
45.133427,-81.84053,Molpher,0.8
-14.835015,21.595978,Molpher,0.8
96.89072,28.752886,Molpher,0.8
44.572224,35.968483,Molpher,0.8
63.42967,-27.214453,Molpher,0.8
76.87004,23.278042,Molpher,0.8
-72.310776,15.498041,Molpher,0.8
-36.315594,100.18727,Molpher,0.8
-14.070953,-35.086735,Molpher,0.8
22.589123,24.672598,Molpher,0.8
68.30082,27.791174,Molpher,0.8
60.382122,11.232463,Molpher,0.8
103.62486,-9.345614,Molpher,0.8
22.861605,23.515692,Molpher,0.8
65.03085,-56.412277,Molpher,0.8
84.72232,-41.52844,Molpher,0.8
81.628685,13.53297,Molpher,0.8
1.1552635,-29.511396,Molpher,0.8
85.03523,11.48223,Molpher,0.8
27.6617,-21.607777,Molpher,0.8
16.527994,-28.499609,Molpher,0.8
33.51686,-5.415632,Molpher,0.8
58.488403,43.425026,Molpher,0.8
40.993484,-52.29457,Molpher,0.8
3.7588842,-27.352596,Molpher,0.8
-12.811055,29.91919,Molpher,0.8
50.240246,-34.993084,Molpher,0.8
74.92433,59.075813,Molpher,0.8
44.60404,-31.101263,Molpher,0.8
66.535995,-61.209152,Molpher,0.8
-19.246897,98.55027,Molpher,0.8
79.68031,56.397495,Molpher,0.8
63.65781,18.620565,Molpher,0.8
4.4561114,-35.16685,Molpher,0.8
-28.645279,100.99525,Molpher,0.8
48.203335,-30.038956,Molpher,0.8
-10.911445,-18.113014,Molpher,0.8
88.81223,-6.668537,Molpher,0.8
58.997246,-48.03089,Molpher,0.8
23.421373,20.239357,Molpher,0.8
61.157104,-70.10704,Molpher,0.8
68.25181,-49.719494,Molpher,0.8
-5.8779063,-31.844412,Molpher,0.8
92.6022,-19.315336,Molpher,0.8
57.3331,9.539222,Molpher,0.8
-12.031123,28.154255,Molpher,0.8
3.6576424,-18.194075,Molpher,0.8
60.814476,40.66446,Molpher,0.8
38.27851,4.514571,Molpher,0.8
-37.040123,88.00494,Molpher,0.8
50.660934,-34.836235,Molpher,0.8
55.47304,-14.588588,Molpher,0.8
81.622986,-50.952023,Molpher,0.8
79.33236,30.140026,Molpher,0.8
51.173347,51.34648,Molpher,0.8
67.33206,-48.58632,Molpher,0.8
85.38449,-31.963541,Molpher,0.8
51.536102,-65.79828,Molpher,0.8
47.668636,27.97806,Molpher,0.8
37.059204,6.2948546,Molpher,0.8
54.998787,-58.248386,Molpher,0.8
79.53728,-56.154613,Molpher,0.8
57.069344,-15.541112,Molpher,0.8
44.934643,-81.68606,Molpher,0.8
11.484834,-3.1997228,Molpher,0.8
8.423376,-61.54553,Molpher,0.8
-90.57813,42.063446,Molpher,0.8
52.73835,-6.4343977,Molpher,0.8
60.66152,-49.70914,Molpher,0.8
74.64612,31.23185,Molpher,0.8
62.853756,-25.617216,Molpher,0.8
65.83438,44.32336,Molpher,0.8
44.060966,-33.90071,Molpher,0.8
60.956184,-71.316505,Molpher,0.8
32.500965,-68.04633,Molpher,0.8
-18.09949,101.50025,Molpher,0.8
87.246574,-6.0889106,Molpher,0.8
62.335476,-56.70002,Molpher,0.8
43.26059,-82.70104,Molpher,0.8
78.79521,14.531686,Molpher,0.8
81.05284,36.242363,Molpher,0.8
-26.792517,32.581924,Molpher,0.8
79.79395,-55.18092,Molpher,0.8
11.862802,-2.7773416,Molpher,0.8
-16.67457,100.709045,Molpher,0.8
59.512833,-48.08377,Molpher,0.8
24.166817,-88.108635,Molpher,0.8
68.70271,23.626831,Molpher,0.8
58.558205,-17.203827,Molpher,0.8
-41.161438,92.2811,Molpher,0.8
51.471653,35.660194,Molpher,0.8
88.28718,-2.8464699,Molpher,0.8
-27.97555,-46.94769,Molpher,0.8
12.339858,-27.729172,Molpher,0.8
-33.49954,101.74382,Molpher,0.8
62.77838,46.171337,Molpher,0.8
40.654293,13.000259,Molpher,0.8
56.197895,51.9726,Molpher,0.8
-89.05205,42.088364,Molpher,0.8
80.913635,57.27869,Molpher,0.8
57.58184,22.685978,Molpher,0.8
0.93287355,-91.13665,Molpher,0.8
53.610115,-74.385605,Molpher,0.8
37.305126,6.0325193,Molpher,0.8
51.451214,-25.18142,Molpher,0.8
52.803474,-25.36942,Molpher,0.8
93.27261,-1.6034728,Molpher,0.8
85.2627,-31.83039,Molpher,0.8
70.09234,72.4898,Molpher,0.8
-20.365776,101.359726,Molpher,0.8
48.289005,-33.659332,Molpher,0.8
14.477711,-26.125885,Molpher,0.8
16.497673,-65.4492,Molpher,0.8
58.261486,42.788475,Molpher,0.8
85.18007,-31.415825,Molpher,0.8
77.5059,46.067863,Molpher,0.8
-13.119284,-33.002007,Molpher,0.8
64.98601,-56.4176,Molpher,0.8
-36.110138,101.646835,Molpher,0.8
57.96329,-9.897832,Molpher,0.8
76.66516,-46.409363,Molpher,0.8
27.199257,-6.1328826,Molpher,0.8
58.54355,-49.318336,Molpher,0.8
42.013653,-30.987799,Molpher,0.8
56.29213,-66.566734,Molpher,0.8
-62.342396,47.176952,Molpher,0.8
32.40814,-81.53245,Molpher,0.8
-14.653986,-17.10141,Molpher,0.8
69.25529,-26.098644,Molpher,0.8
68.358185,5.2783933,Molpher,0.8
48.480553,-0.9491094,Molpher,0.8
-40.24863,89.73203,Molpher,0.8
82.70434,11.325297,Molpher,0.8
92.36291,23.780647,Molpher,0.8
55.522594,37.82232,Molpher,0.8
15.813037,-58.105686,Molpher,0.8
96.514534,-15.099178,Molpher,0.8
60.12233,-11.733047,Molpher,0.8
25.079725,-88.06963,Molpher,0.8
53.032337,38.494896,Molpher,0.8
