name,type_cluster,phfp,UFo,SSo,TUPOR_,TUPOR,SESY,ASER,CwAFo,ACR,DIV
DrugEx_GT_epsilon_0.6_250k_0,dis,cdpkit,246179.0,250000.0,7/149,0.0469799,0.984716,4e-05,10.0,2.84e-05,0.0
DrugEx_GT_epsilon_0.6_250k_1,dis,cdpkit,246351.0,250000.0,8/53,0.1509434,0.985404,8e-05,20.0,3.25e-05,0.0
DrugEx_GT_epsilon_0.6_250k_2,dis,cdpkit,246291.0,250000.0,0/154,0.0,0.985164,0.0,0.0,0.0,0.0
DrugEx_GT_epsilon_0.6_250k_3,dis,cdpkit,246611.0,250000.0,17/196,0.0867347,0.986444,8.4e-05,21.0,6.89e-05,0.0
DrugEx_GT_epsilon_0.6_250k_4,dis,cdpkit,245393.0,250000.0,11/279,0.0394265,0.981572,7.2e-05,18.0,4.48e-05,0.0
DrugEx_GT_epsilon_0.6_250k_mean,dis,cdpkit,246165.0,250000.0,-,0.0648169,0.98466,5.52e-05,13.8,3.49e-05,0.0
