name,type_cluster,scaffold,uniq_scaffolds,set_size,TUPOR_,TUPOR,TUPOR_new,SESY,ASER,tRS,TUPOR_new_
Molpher_mean,dis,csk,202012.0,1601325.6,-,0.7329559064587606,4.593752525389914e-07,0.12616721795117566,0.0056258929002733805,9027.0,-6.337832404820687
