name,type_cluster,scaffold,USo,SSo,TUPOR_,TUPOR,SESY,ASER,CwASo
GB_GA_mut_r_0.01_62.5k_mean,dis,csk,23549.6,62496.0,-,0.3262056,0.3768176,0.0030682,190.6
