name,type_cluster,scaffold,uniq_scaffolds,set_size,TUPOR_,TUPOR,SESY,ASER,tRS
DrugEx_0,dis,murcko,"693,078.0","1,000,000.0",14/101,0.1386139,0.693078,0.003156,"3,156.0"
DrugEx_1,dis,murcko,"680,537.0","1,000,000.0",4/49,0.0816327,0.680537,2.9e-05,29.0
DrugEx_2,dis,murcko,"780,801.0","1,000,000.0",8/67,0.119403,0.780801,0.000216,216.0
DrugEx_3,dis,murcko,"704,301.0","1,000,000.0",14/83,0.1686747,0.704301,0.000588,588.0
DrugEx_4,dis,murcko,"685,372.0","1,000,000.0",33/108,0.3055556,0.685372,0.002277,"2,277.0"
DrugEx_mean,dis,murcko,"708,817.8","1,000,000.0",-,0.162776,0.7088178,0.0012532,"1,253.2"
