name,type_cluster,scaffold,USo,SSo,TUPOR_,TUPOR,TUPOR_unique,TUPOR_1,TUPOR_2,SESY,ASER,CwASo,KL_OS_IS,KL_OS_RS
REINVENT_0,dis,csk,180521.0,964394.0,19/40,0.475,0.0263127,8.87e-05,0.40011,0.1871859,0.0082217,7929.0,0.0087165278908628,0.0330032921836777
REINVENT_1,dis,csk,165911.0,961732.0,10/23,0.4347826,0.0262058,2.85e-05,0.2054499,0.1725127,0.0007435,715.0,0.0064701396071899,0.0341698228425289
REINVENT_2,dis,csk,190134.0,967790.0,18/40,0.45,0.0236675,8.65e-05,0.4110968,0.196462,0.0006613,640.0,0.0052272944115512,0.0249613867109992
REINVENT_3,dis,csk,146386.0,963304.0,24/37,0.6486486,0.0443108,0.0001542,0.6100697,0.1519624,0.0065805,6339.0,0.0070130480977358,0.02461429716066
REINVENT_4,dis,csk,165399.0,965681.0,34/43,0.7906977,0.0478055,0.0002489,0.9574471,0.1712771,0.0512529,49494.0,0.008543763280813,0.0100336322469134
REINVENT_mean,dis,csk,169670.2,964580.2,-,0.5598258,0.0336605,0.0001213,0.5168347,0.17588,0.013492,13023.4,0.00719415465763054,0.025356486228955838
