name,type_cluster,scaffold,USo,SSo,TUPOR_,TUPOR,TUPOR_unique,TUPOR_1,TUPOR_2,SESY,ASER,CwASo
DrugEx_RNN_epsilon_0.1_desired_4,sim,murcko,228956,569293,2/40,0.05,0.002183825713237478,3.6887859151614373e-06,0.02111424169979255,0.40217603237700095,3.5131294430108925e-06,2
