name,type_cluster,scaffold,USo,SSo,TUPOR_,TUPOR,SESY,ASER,CwASo
GB_GA_mut_r_0.01_62.5k_2,dis,murcko,42152,62495,3/64,0.046875,0.6744859588767101,0.00033613983417101514,21
