name,type_cluster,scaffold,USo,SSo,TUPOR_,TUPOR,SESY,ASER,CwASo
GB_GA_mut_r_0.01_125k_mean,sim,murcko,42671.6,114069.4,-,0.0463774,0.3666883,0.0035115,395.8
