name,type_cluster,scaffold,USo,SSo,TUPOR_,TUPOR,TUPOR_unique,TUPOR_1,TUPOR_2,SESY,ASER,CwASo
DrugEx_epsilon_0.4_3,dis,murcko,7165,9994,13/76,0.17105263157894737,0.23873361001946597,0.0039194569373202865,0.36951195994605074,0.7169301580948569,0.006704022413448069,67
