name,type_cluster,scaffold,SSo,TUPOR_,TUPOR,SESY,ASER
GB_GA_log_p_mut_r_0.5_125k_0,dis,murcko,94514.0,8/106,0.0754717,0.2765939,0.0078824
GB_GA_log_p_mut_r_0.5_125k_1,dis,murcko,94609.0,1/96,0.0104167,0.2849835,1.06e-05
GB_GA_log_p_mut_r_0.5_125k_2,dis,murcko,101060.0,1/102,0.0098039,0.3147932,1.98e-05
GB_GA_log_p_mut_r_0.5_125k_3,dis,murcko,124985.0,4/62,0.0645161,0.5013722,0.0031444
GB_GA_log_p_mut_r_0.5_125k_4,dis,murcko,92054.0,5/71,0.0704225,0.2625307,0.0183805
GB_GA_log_p_mut_r_0.5_125k_mean,dis,murcko,101444.4,-,0.0461262,0.3280547,0.0058875
