name,type_cluster,scaffold,USo,SSo,TUPOR_,TUPOR,SESY,ASER,ASR,CwASo
REINVENT_100k_3,dis,csk,26076,99207,17/37,0.4594594594594595,0.2628443557410263,0.00670752744911006,0.0006523657853332821,661
