name,type_cluster,scaffold,USo,SSo,TUPOR_,TUPOR,SESY,ASER,ACR,CwASo
DrugEx_RNN_epsilon_0.1_100k_3,dis,csk,13638,99609,28/47,0.5957446808510638,0.1369153389753938,0.15338922211157685,0.002057310800881705,13247
