name,type_cluster,scaffold,USo,SSo,TUPOR_,TUPOR,SESY,ASER,CwASo
DrugEx_RNN_epsilon_0.6_125k_0,dis,murcko,66986.0,123991.0,6/92,0.0652174,0.5402489,0.0006456,80.0
DrugEx_RNN_epsilon_0.6_125k_1,dis,murcko,60302.0,123627.0,14/34,0.4117647,0.4877737,0.0004451,55.0
DrugEx_RNN_epsilon_0.6_125k_2,dis,murcko,68372.0,123850.0,1/64,0.015625,0.5520549,8.1e-06,1.0
DrugEx_RNN_epsilon_0.6_125k_3,dis,murcko,71590.0,124022.0,21/76,0.2763158,0.5772363,0.0043731,540.0
DrugEx_RNN_epsilon_0.6_125k_4,dis,murcko,75923.0,123628.0,23/98,0.2346939,0.6141246,0.0020425,252.0
DrugEx_RNN_epsilon_0.6_125k_mean,dis,murcko,68634.6,123823.6,-,0.2007234,0.5542877,0.0015029,185.6
