name,type_cluster,phfp,UFo,SSo,TUPOR_,TUPOR,SESY,ASER,CwAFo,ACR,DIV
DrugEx_RNN_epsilon_0.1_250k_4,sim,cdpkit,243799,250000,2/42,0.047619047619047616,0.975196,2.000040000800016e-05,5,8.203546393105739e-06,0
