name,type_cluster,scaffold,USo,SSo,TUPOR_,TUPOR,SESY,ASER,ASR,CwASo
addcarbon_1k_0,sim,csk,356.0,"1,000.0",2/38,0.0526316,0.356,0.002004,0.0056497,2.0
addcarbon_1k_1,sim,csk,298.0,"1,000.0",6/38,0.1578947,0.298,0.0298661,0.0205479,29.0
addcarbon_1k_2,sim,csk,299.0,"1,000.0",3/37,0.0810811,0.299,0.0050251,0.0101351,5.0
addcarbon_1k_3,sim,csk,303.0,"1,000.0",2/35,0.0571429,0.303,0.0245902,0.0066445,24.0
addcarbon_1k_4,sim,csk,323.0,"1,000.0",2/35,0.0571429,0.323,0.0050251,0.0062305,5.0
addcarbon_1k_mean,sim,csk,315.8,"1,000.0",-,0.0811786,0.3158,0.0133021,0.0098416,13.0
