name,type_cluster,scaffold,USo,SSo,TUPOR_,TUPOR,SESY,ASER,ASR,CwASo
Molpher_100k_0,dis,murcko,"29,501.0","100,070.0",6/92,0.0652174,0.2948036,0.0008301,0.0002034,83.0
Molpher_100k_1,dis,murcko,"33,534.0","113,908.0",2/34,0.0588235,0.2943955,3.51e-05,5.96e-05,4.0
Molpher_100k_2,dis,murcko,"31,250.0","100,078.0",1/64,0.015625,0.3122564,1e-05,3.2e-05,1.0
Molpher_100k_3,dis,murcko,"30,420.0","100,117.0",8/76,0.1052632,0.3038445,0.0059685,0.0002631,594.0
Molpher_100k_4,dis,murcko,"32,539.0","100,023.0",11/98,0.1122449,0.3253152,0.0017326,0.0003382,173.0
Molpher_100k_mean,dis,murcko,"31,448.8","102,839.2",-,0.0714348,0.306123,0.0017153,0.0001793,171.0
