name,type_cluster,scaffold,USo,SSo,TUPOR_,TUPOR,SESY,ASER,ASR,CwASo
DrugEx_RNN_epsilon_0.6_1k_3,sim,murcko,842,992,5/51,0.09803921568627451,0.8487903225806451,0.006085192697768763,0.005973715651135006,6
