name,type_cluster,scaffold,uniq_scaffolds,set_size,TUPOR_,TUPOR,SESY,ASER,tRS
DrugEx_1,sim,csk,320097,999891,25/42,0.5952380952380952,0.32013189437648704,0.022791484271785626,22789
