name,type_cluster,scaffold,USo,SSo,TUPOR_,TUPOR,TUPOR_unique,TUPOR_set,SESY,ASER,CwASo
DrugEx_GT_1_0,sim,csk,348249.0,919183.0,35/38,0.9210526,0.0264481,0.0100203,0.378868,0.0169477,15578.0
DrugEx_GT_1_1,sim,csk,264794.0,923547.0,32/38,0.8421053,0.0318023,0.0091182,0.2867142,0.0265314,24503.0
DrugEx_GT_1_2,sim,csk,318648.0,940233.0,30/37,0.8108108,0.0254453,0.0086235,0.3389032,0.0107112,10071.0
DrugEx_GT_1_3,sim,csk,328085.0,936508.0,32/35,0.9142857,0.0278673,0.0097627,0.350328,0.0214691,20106.0
DrugEx_GT_1_4,sim,csk,300684.0,906241.0,27/35,0.7714286,0.0256558,0.0085124,0.3317925,0.0075466,6839.0
DrugEx_GT_1_mean,sim,csk,312092.0,925142.4,-,0.8519366,0.0274438,0.0092074,0.3373212,0.0166412,15419.4
