name,type_cluster,scaffold,uniq_scaffolds,set_size,TUPOR_,TUPOR,TUPOR_new,SESY,ASER,tRS
Molpher_3,sim,csk,215848,1749302,32/42,0.7619047619047619,4.355478710392842e-07,0.12339092963936472,0.011642929579912444,20367
