name,type_cluster,scaffold,uniq_scaffolds,set_size,TUPOR_,TUPOR,TUPOR_new,SESY,ASER,tRS,TUPOR_new_
Molpher_0,sim,csk,224243.0,1624700.0,43/46,0.9347826086956522,5.753570558845647e-07,0.1380211731396565,0.0314304179233089,51065.0,-6.240062556572162
Molpher_1,sim,csk,216506.0,1662823.0,38/44,0.8636363636363636,5.193796114417251e-07,0.1302038761792446,0.0092577502235655,15394.0,-6.2845151028625645
Molpher_2,sim,csk,187600.0,1546835.0,36/42,0.8571428571428571,5.54126883050136e-07,0.1212799038035731,0.0070563440832409,10915.0,-6.256390779857926
Molpher_3,sim,csk,215848.0,1749302.0,32/42,0.7619047619047619,4.355478710392842e-07,0.1233909296393647,0.0116429295799124,20367.0,-6.360964104753583
Molpher_4,sim,csk,212859.0,1722174.0,32/42,0.7619047619047619,4.424087008076779e-07,0.1235990091593532,0.0035286794481858,6077.0,-6.354176340393221
Molpher_mean,sim,csk,211411.2,1661166.8,-,0.8358742706568794,5.053640244446776e-07,0.12729897838423843,0.0125832242516427,20763.6,-6.296395677614486
