name,type_cluster,scaffold,USo,SSo,TUPOR_,TUPOR,SESY,ASER,CwASo
GB_GA_mut_r_0.01_62.5k_4,sim,csk,23059,62494,15/35,0.42857142857142855,0.36897942202451434,0.0025024864448650905,156
