name,type_cluster,scaffold,USo,SSo,TUPOR_,TUPOR,SESY,ASER,CwASo
GB_GA_mut_r_0.01_62.5k_0,sim,csk,"23,708.0","62,500.0",18/38,0.4736842,0.379328,0.0068952,428.0
GB_GA_mut_r_0.01_62.5k_1,sim,csk,"24,336.0","62,496.0",16/38,0.4210526,0.3894009,0.0075775,470.0
GB_GA_mut_r_0.01_62.5k_2,sim,csk,"25,119.0","62,500.0",11/37,0.2972973,0.401904,0.0061496,382.0
GB_GA_mut_r_0.01_62.5k_3,sim,csk,"23,170.0","62,498.0",17/35,0.4857143,0.3707319,0.0086016,533.0
GB_GA_mut_r_0.01_62.5k_4,sim,csk,"23,059.0","62,494.0",15/35,0.4285714,0.3689794,0.0025025,156.0
GB_GA_mut_r_0.01_62.5k_mean,sim,csk,"23,878.4","62,497.6",-,0.421264,0.3820688,0.0063453,393.8
