name,type_cluster,scaffold,SSo,TUPOR_,TUPOR,SESY,ASER
DrugEx_GT_epsilon_0.6_125k_1,sim,csk,124976,30/38,0.7894736842105263,0.40508577646908206,0.02939764434771476
