name,type_cluster,scaffold,USo,SSo,TUPOR_,TUPOR,SESY,ASER,CwASo
GB_GA_mut_r_0.01_125k_4,sim,murcko,71370,124992,4/40,0.1,0.5709965437788018,0.0006244296075700082,78
