name,type_cluster,scaffold,USo,SSo,TUPOR_,TUPOR,TUPOR_unique,TUPOR_1,TUPOR_2,SESY,ASER,CwASo,KL_OS_IS,KL_OS_RS
Molpher_0,sim,csk,109136.0,855964.0,29/38,0.7631579,0.0699272,0.0004333,1.2444562,0.1275007,0.0143768,12306.0,0.0175428709580304,0.0166151071941479
Molpher_1,sim,csk,102110.0,818233.0,28/38,0.7368421,0.0721616,0.0002125,0.5710763,0.1247933,0.0209574,17148.0,0.0124928370837608,0.0238065768913222
Molpher_2,sim,csk,101071.0,804684.0,23/37,0.6216216,0.0615035,0.0001043,0.2848783,0.1256033,0.0131617,10591.0,0.0062777157167081,0.0323084000153873
Molpher_3,sim,csk,98457.0,801639.0,26/35,0.7428571,0.0754499,5.84e-05,0.1642274,0.1228196,0.0124495,9980.0,0.011377793732749,0.0174385627428013
Molpher_4,sim,csk,108264.0,901697.0,22/35,0.6285714,0.0580591,2.93e-05,0.0905648,0.1200669,0.0041821,3771.0,0.0090107435997153,0.0313177572347877
Molpher_mean,sim,csk,103807.6,836443.4,-,0.69861,0.0674203,0.0001676,0.4710406,0.1241568,0.0130255,10759.2,0.01134039221819272,0.02429728081568928
