name,type_cluster,scaffold,USo,SSo,TUPOR_,TUPOR,TUPOR_unique,TUPOR_set,SESY,ASER,CwASo
Molpher_4,sim,csk,108264,901697,22/35,0.6285714285714286,0.05805913586893414,0.006970982808764237,0.12006694044673544,0.004182114390976126,3771
