name,type_cluster,scaffold,USo,SSo,TUPOR_,TUPOR,SESY,ASER,ASR,CwASo
Molpher_2,sim,csk,101071,804684,23/37,0.6216216216216216,0.12560334243007193,0.0133372287628779,0.00022761459900245428,10591
