name,type_cluster,scaffold,USo,SSo,TUPOR_,TUPOR,TUPOR_unique,TUPOR_1,TUPOR_2,SESY,ASER,CwASo
DrugEx_RNN_3,sim,murcko,761499,992544,8/51,0.1568627450980392,0.0020599205658581197,9.956589270779402e-06,0.14866534849233812,0.767219387755102,8.664603282071122e-05,86
