chembl_id,pchembl_value,canonical_smiles,scaffolds_csk
112,CHEMBL365818,7.63,C[C@]12Cc3cnn(-c4ccc(F)cc4)c3C=C1CCC[C@@H]2[C@@H](O)c1ccncc1,C1CCC(CC2CCCC3CC4C(CCC4C4CCCCC4)CC23)CC1
113,CHEMBL362914,7.87,C[C@]12Cc3cnn(-c4ccc(F)cc4)c3C=C1CCC[C@@H]2[C@@H](O)c1ccc(F)nc1,C1CCC(CC2CCCC3CC4C(CCC4C4CCCCC4)CC23)CC1
114,CHEMBL364015,8.04,C[C@]12Cc3cnn(-c4ccc(F)cc4)c3C=C1CCC[C@@H]2[C@H](O)c1ccc(F)nc1,C1CCC(CC2CCCC3CC4C(CCC4C4CCCCC4)CC23)CC1
115,CHEMBL195972,7.54,C[C@]12Cc3cnn(-c4ccc(F)cc4)c3C=C1CCC[C@@H]2[C@@H](O)c1cc2ccccc2s1,C1CCC(C2CCC3CC4C(CC5CC6CCCCC6C5)CCCC4CC32)CC1
116,CHEMBL363179,8.29,C[C@]12Cc3cnn(-c4ccc(F)cc4)c3C=C1CCC[C@@H]2[C@@H](O)c1csc2ccccc12,C1CCC(C2CCC3CC4C(CC5CCC6CCCCC65)CCCC4CC32)CC1
117,CHEMBL372684,8.82,C[C@]12Cc3cnn(-c4ccc(F)cc4)c3C=C1CCC[C@@H]2[C@H](O)c1csc2ccccc12,C1CCC(C2CCC3CC4C(CC5CCC6CCCCC65)CCCC4CC32)CC1
118,CHEMBL363151,7.994999999999999,CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(Cc4ccc(C)cc4)C3=CC[C@@]21C,C1CCC(CC23CCCCC2CCC2C4CCCC4CCC23)CC1
119,CHEMBL185265,8.145,Cc1c(NS(C)(=O)=O)cccc1N(Cc1ccccc1)Cc1ccc(Oc2cccc(OCCCC(=O)NCCCC(=O)O)c2)cc1,C1CCC(CC2CCC(CC(CC3CCCCC3)C3CCCCC3)CC2)CC1
120,CHEMBL433964,8.3,CC#C[C@]1(O)CCC2C3CCC4CC(=O)CCC4=C3C(c3ccc(N(C)C)cc3)C[C@@]21C,C1CCC(C2CC3CCCC3C3CCC4CCCCC4C23)CC1
121,CHEMBL194745,8.22,CC(C)(CC(O)(C(=O)Nc1ccc2c(c1)COC2=O)C(F)(F)F)c1cc(F)ccc1O,C1CCC(CCCCCC2CCC3CCCC3C2)CC1
122,CHEMBL196067,7.1,CC(C)(CC(O)(C(=O)Nc1ccc2c(c1)COC2=O)C(F)(F)F)c1ccccc1,C1CCC(CCCCCC2CCC3CCCC3C2)CC1
123,CHEMBL197161,7.89,CC(C)(CC(O)(Cc1ccccc1)C(=O)Nc1ccc2c(c1)COC2=O)c1ccccc1,C1CCC(CCC(CCC2CCC3CCCC3C2)CC2CCCCC2)CC1
124,CHEMBL427554,7.24,CC(C)(CC(O)(CCc1ccccc1)C(=O)Nc1ccc2c(c1)COC2=O)c1ccccc1,C1CCC(CCC(CCC2CCCCC2)CCC2CCC3CCCC3C2)CC1
125,CHEMBL196237,7.14,CC(C)(C)c1ccc(CC(O)(CC(C)(C)c2ccccc2)C(=O)Nc2ccc3c(c2)COC3=O)cc1,C1CCC(CCC(CCC2CCC3CCCC3C2)CC2CCCCC2)CC1
126,CHEMBL370624,7.21,CC(C)(CC(O)(Cc1ccccc1O)C(=O)Nc1ccc2c(c1)COC2=O)c1ccccc1,C1CCC(CCC(CCC2CCC3CCCC3C2)CC2CCCCC2)CC1
127,CHEMBL196051,7.22,CC(C)(CC(O)(Cc1ccccc1)C(=O)Nc1ccc2c(c1)COC2=O)c1cc(F)ccc1O,C1CCC(CCC(CCC2CCC3CCCC3C2)CC2CCCCC2)CC1
128,CHEMBL373083,7.32,Cc1ccccc1CC(O)(CC(C)(C)c1cc(F)ccc1O)C(=O)Nc1ccc2c(c1)COC2=O,C1CCC(CCC(CCC2CCC3CCCC3C2)CC2CCCCC2)CC1
129,CHEMBL193523,7.28,Cc1cccc(CC(O)(CC(C)(C)c2cc(F)ccc2O)C(=O)Nc2ccc3c(c2)COC3=O)c1,C1CCC(CCC(CCC2CCC3CCCC3C2)CC2CCCCC2)CC1
130,CHEMBL196374,8.05,Cc1noc(=O)c2ccc(NC(=O)C(O)(CC(C)(C)c3cc(F)ccc3O)C(F)(F)F)cc12,C1CCC(CCCCCC2CCC3CCCCC3C2)CC1
131,CHEMBL194802,7.7,CC(C)(CC(O)(CC1CCCCC1)C(=O)Nc1ccc2c(c1)COC2=O)c1cc(F)ccc1O,C1CCC(CCC(CCC2CCC3CCCC3C2)CC2CCCCC2)CC1
132,CHEMBL194804,8.05,Cc1noc(=O)c2ccc(NC(=O)C(O)(CC3CCCCC3)CC(C)(C)c3ccccc3)cc12,C1CCC(CCC(CCC2CCC3CCCCC3C2)CC2CCCCC2)CC1
133,CHEMBL195962,8.15,Cc1noc(=O)c2ccc(NC(=O)C(O)(CC3CCCCC3)CC(C)(C)c3cc(F)ccc3O)cc12,C1CCC(CCC(CCC2CCC3CCCCC3C2)CC2CCCCC2)CC1
134,CHEMBL363200,8.15,Cc1noc(=O)c2ccc(NC(=O)C(O)(Cc3ccccc3)CC(C)(C)c3ccccc3)cc12,C1CCC(CCC(CCC2CCC3CCCCC3C2)CC2CCCCC2)CC1
135,CHEMBL372102,8.1,Cc1noc(=O)c2ccc(NC(=O)C(O)(Cc3ccccc3)CC(C)(C)c3cc(F)ccc3O)cc12,C1CCC(CCC(CCC2CCC3CCCCC3C2)CC2CCCCC2)CC1
136,CHEMBL197100,7.09,COc1ccc(F)cc1C(C)(C)CC(O)(CNc1ccc2c(c1)COC2=O)Cc1ccccc1,C1CCC(CCC(CCC2CCC3CCCC3C2)CC2CCCCC2)CC1
137,CHEMBL197101,7.28,COc1ccc(F)cc1C(C)(C)CC(O)(Cc1ccccc1)C(=O)Nc1ccc2c(c1)COC2=O,C1CCC(CCC(CCC2CCC3CCCC3C2)CC2CCCCC2)CC1
138,CHEMBL203151,7.0,COc1ccc(F)cc1C(C)(C)C[C@@](O)(Cc1ccc(Cl)cc1)C(F)(F)F,C1CCC(CCCCC2CCCCC2)CC1
139,CHEMBL379024,7.215,COc1ccc(F)cc1-c1ccc2c(c1)C(CSCCc1ccccc1)=CC(C)(C)N2,C1CCC(CCCCC2CCCC3CCC(C4CCCCC4)CC23)CC1
140,CHEMBL384444,8.115,CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(-c4ccc(OCCO[C@H]5CC[C@@]6(C)[C@@H](C5)C[C@@H](O)[C@@H]5[C@@H]6C[C@H](O)[C@]6(C)[C@@H]([C@H](C)CCC(=O)O)CC[C@@H]56)cc4)cc3)C[C@@]21C,C(CCC1CCC2C(CCC3C4CCCC4CCC23)C1)CC1CCC(C2CCC(C3CC4CCCC4C4CCC5CCCCC5C34)CC2)CC1
141,CHEMBL216273,8.0,COc1ccc(F)cc1C(C)(C)CC(O)(CN1C[C@@H](C)C(=O)[C@@H](C)C1)C(F)(F)F,C1CCC(CCCCC2CCCCC2)CC1
142,CHEMBL374507,8.01,CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(OCCO[C@H]4CC[C@@]5(C)[C@@H](C4)C[C@@H](O)[C@@H]4[C@@H]5C[C@H](O)[C@]5(C)[C@@H]([C@H](C)CCC(=O)O)CC[C@@H]45)c(C)c3)C[C@@]21C,C(CCC1CCC2C(CCC3C4CCCC4CCC23)C1)CC1CCC(C2CC3CCCC3C3CCC4CCCCC4C23)CC1
143,CHEMBL219684,8.46,CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)CCO[C@H]4CC[C@@]5(C)[C@@H](C4)C[C@@H](O)[C@@H]4[C@@H]5C[C@H](O)[C@]5(C)[C@@H]([C@H](C)CCC(=O)O)CC[C@@H]45)cc3)C[C@@]21C,C(CCC1CCC2C(CCC3C4CCCC4CCC23)C1)CC1CCC(C2CC3CCCC3C3CCC4CCCCC4C23)CC1
144,CHEMBL216272,7.9799999999999995,Cc1noc(=O)c2ccc(NC(=O)C(O)(CC(C)(C)c3cccc4c3OCC4)C(F)(F)F)cc12,C(CCC1CCC2CCCCC2C1)CCC1CCCC2CCCC12
145,CHEMBL222127,8.155000000000001,CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3cc(F)c(OC)cc3F)C[C@@]21C,C1CCC(C2CC3CCCC3C3CCC4CCCCC4C23)CC1
146,CHEMBL221545,7.22,CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3cc(OC)c(OC)c(OC)c3)C[C@@]21C,C1CCC(C2CC3CCCC3C3CCC4CCCCC4C23)CC1
147,CHEMBL221492,8.975000000000001,CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3cc(C)c(OC)c(C)c3)C[C@@]21C,C1CCC(C2CC3CCCC3C3CCC4CCCCC4C23)CC1
148,CHEMBL221426,7.775,CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(OC)cc3C)C[C@@]21C,C1CCC(C2CC3CCCC3C3CCC4CCCCC4C23)CC1
149,CHEMBL221491,8.575,CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3c(F)cc(OC)cc3F)C[C@@]21C,C1CCC(C2CC3CCCC3C3CCC4CCCCC4C23)CC1
150,CHEMBL375348,7.42,COc1ccc(F)cc1C(C)(C)CC(O)(CN1C[C@@H](C)O[C@@H](C)C1)C(F)(F)F,C1CCC(CCCCC2CCCCC2)CC1
151,CHEMBL221646,7.790000000000001,CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3c(F)cc(OC)cc3OC)C[C@@]21C,C1CCC(C2CC3CCCC3C3CCC4CCCCC4C23)CC1
152,CHEMBL386465,8.0,COc1ccc(F)cc1C(C)(C)CC(O)(Cn1ccc(=O)c2ccccc21)C(F)(F)F,C1CCC(CCCCC2CCCC3CCCCC23)CC1
153,CHEMBL386916,7.47,COc1ccc(F)cc1C(C)(C)CC(O)(Cn1ccc(=O)c2cnccc21)C(F)(F)F,C1CCC(CCCCC2CCCC3CCCCC23)CC1
154,CHEMBL222900,9.48,CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(OC)c(C)c3)C[C@@]21C,C1CCC(C2CC3CCCC3C3CCC4CCCCC4C23)CC1
155,CHEMBL426386,7.945,CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(O)c(C)c3)C[C@@]21C,C1CCC(C2CC3CCCC3C3CCC4CCCCC4C23)CC1
156,CHEMBL208996,8.016666666666667,Cc1noc(=O)c2ccc(NC(=O)[C@](O)(C[C@@]3(C4CCCC4)CCCc4ccccc43)C(F)(F)F)cc12,C(CCC1(C2CCCC2)CCCC2CCCCC21)CC1CCC2CCCCC2C1
157,CHEMBL219140,7.11,COc1ccc(F)cc1C(C)(C)CC(O)(Cn1ccc(=O)c2ncccc21)C(F)(F)F,C1CCC(CCCCC2CCCC3CCCCC23)CC1
158,CHEMBL222515,8.275,CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(Oc4ccccc4)cc3)C[C@@]21C,C1CCC(CC2CCC(C3CC4CCCC4C4CCC5CCCCC5C34)CC2)CC1
159,CHEMBL373498,7.27,COc1ccc(F)cc1C(C)(C)CC(O)(Cn1cnc2ccccc21)C(F)(F)F,C1CCC(CCCCC2CCC3CCCCC23)CC1
160,CHEMBL219314,8.4,COc1ccc(F)cc1C(C)(C)CC(O)(CN1CCC(=O)c2ccccc21)C(F)(F)F,C1CCC(CCCCC2CCCC3CCCCC23)CC1
161,CHEMBL220955,8.765,CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(-c4ccc(OC)cc4)cc3)C[C@@]21C,C1CCC(C2CCC(C3CC4CCCC4C4CCC5CCCCC5C34)CC2)CC1
162,CHEMBL386915,7.82,COc1ccc(F)cc1C(C)(C)CC(O)(CN1CCOc2ccccc21)C(F)(F)F,C1CCC(CCCCC2CCCC3CCCCC23)CC1
163,CHEMBL373497,8.4,CC(C)(CC(O)(Cn1ccc(=O)c2ccccc21)C(F)(F)F)c1cccc2c1OCC2,C(CCC1CCCC2CCCC12)CC1CCCC2CCCCC12
164,CHEMBL219207,8.52,CC(C)(CC(O)(Cn1ccc(=O)c2ccccc21)C(F)(F)F)c1ccc(F)cc1O,C1CCC(CCCCC2CCCC3CCCCC23)CC1
165,CHEMBL219561,7.96,COc1ccc(C)c(C(C)(C)CC(O)(Cn2ccc(=O)c3ccccc32)C(F)(F)F)c1,C1CCC(CCCCC2CCCC3CCCCC23)CC1
166,CHEMBL384081,8.1,Cc1ccc(O)c(C(C)(C)CC(O)(Cn2ccc(=O)c3ccccc32)C(F)(F)F)c1,C1CCC(CCCCC2CCCC3CCCCC23)CC1
167,CHEMBL216173,8.0,Cc1ccc(F)cc1C(C)(C)CC(O)(Cn1ccc(=O)c2ccccc21)C(F)(F)F,C1CCC(CCCCC2CCCC3CCCCC23)CC1
168,CHEMBL425970,7.66,Cc1ccccc1C(C)(C)CC(O)(Cn1ccc(=O)c2ccccc21)C(F)(F)F,C1CCC(CCCCC2CCCC3CCCCC23)CC1
169,CHEMBL375838,8.22,CC(C)(CC(O)(Cn1ccc(=O)c2ccccc21)C(F)(F)F)c1ccccc1O,C1CCC(CCCCC2CCCC3CCCCC23)CC1
170,CHEMBL223675,8.25,C=CCOc1c(C)cc([C@H]2C[C@@]3(C)[C@@H](CC[C@@]3(O)C#CC)[C@@H]3CCC4=CC(=O)CCC4=C32)cc1Cl,C1CCC(C2CC3CCCC3C3CCC4CCCCC4C23)CC1
171,CHEMBL219069,7.55,CC(C)(CC(O)(Cn1ccc(=O)c2ccccc21)C(F)(F)F)c1ccccc1,C1CCC(CCCCC2CCCC3CCCCC23)CC1
172,CHEMBL376264,8.865,C=CCOc1ccc([C@H]2C[C@@]3(C)[C@@H](CC[C@@]3(O)C#CC)[C@@H]3CCC4=CC(=O)CCC4=C32)cc1Cl,C1CCC(C2CC3CCCC3C3CCC4CCCCC4C23)CC1
173,CHEMBL218214,8.98,CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(SC)cc3)C[C@@]21C,C1CCC(C2CC3CCCC3C3CCC4CCCCC4C23)CC1
174,CHEMBL221686,8.585,CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(OC)cc3)C[C@@]21C,C1CCC(C2CC3CCCC3C3CCC4CCCCC4C23)CC1
175,CHEMBL385450,8.344999999999999,CCCCC1(CC(O)(C(=O)Nc2ccc3c(=O)onc(C)c3c2)C(F)(F)F)CCCc2ccccc21,C(CCC1CCCC2CCCCC12)CC1CCC2CCCCC2C1
176,CHEMBL213453,8.06,CCCC1(CC(O)(C(=O)Nc2ccc3c(=O)onc(C)c3c2)C(F)(F)F)CCCc2ccccc21,C(CCC1CCCC2CCCCC12)CC1CCC2CCCCC2C1
177,CHEMBL208840,8.05,CCC1(CC(O)(C(=O)Nc2ccc3c(=O)onc(C)c3c2)C(F)(F)F)CCCCc2ccccc21,C(CCC1CCCCC2CCCCC12)CC1CCC2CCCCC2C1
178,CHEMBL219973,8.3,CC(C)(CC(O)(Cn1ccc(=O)c2ccccc21)C(F)(F)F)c1cc(F)ccc1O,C1CCC(CCCCC2CCCC3CCCCC23)CC1
179,CHEMBL219084,7.47,Cc1cn(CC(O)(CC(C)(C)c2cccc3c2OCC3)C(F)(F)F)cc(C)c1=O,C1CCC(CCCCC2CCCC3CCCC23)CC1
180,CHEMBL374327,7.32,Cc1ccc(F)cc1C(C)(C)CC(O)(Cn1ccc(=O)c2cnccc21)C(F)(F)F,C1CCC(CCCCC2CCCC3CCCCC23)CC1
181,CHEMBL214333,7.855,CCC1(CC(O)(C(=O)Nc2ccc3c(=O)onc(C)c3c2)C(F)(F)F)CCOc2ccccc21,C(CCC1CCCC2CCCCC12)CC1CCC2CCCCC2C1
182,CHEMBL386806,7.5,Cc1noc(=O)c2ccc(NC(=O)C(O)(CC3CCCc4cccc(F)c43)C(F)(F)F)cc12,C(CCC1CCCC2CCCCC12)CC1CCC2CCCCC2C1
183,CHEMBL211331,7.8,Cc1noc(=O)c2ccc(NC(=O)C(O)(CC3CCCc4ccc(F)cc43)C(F)(F)F)cc12,C(CCC1CCCC2CCCCC12)CC1CCC2CCCCC2C1
184,CHEMBL377844,7.9,Cc1noc(=O)c2ccc(NC(=O)C(O)(CC3CCCc4cc(F)ccc43)C(F)(F)F)cc12,C(CCC1CCCC2CCCCC12)CC1CCC2CCCCC2C1
185,CHEMBL209574,7.7,Cc1noc(=O)c2ccc(NC(=O)C(O)(CC3CCCc4ccc([N+](=O)[O-])cc43)C(F)(F)F)cc12,C(CCC1CCCC2CCCCC12)CC1CCC2CCCCC2C1
186,CHEMBL377176,7.9,Cc1noc(=O)c2ccc(NC(=O)C(O)(CC3CCCc4c3cccc4[N+](=O)[O-])C(F)(F)F)cc12,C(CCC1CCCC2CCCCC12)CC1CCC2CCCCC2C1
187,CHEMBL379158,7.8,Cc1noc(=O)c2ccc(NC(=O)C(O)(CC3CCCc4c(C#N)cccc43)C(F)(F)F)cc12,C(CCC1CCCC2CCCCC12)CC1CCC2CCCCC2C1
188,CHEMBL212329,7.9,COc1cccc2c1CCCC2CC(O)(C(=O)Nc1ccc2c(=O)onc(C)c2c1)C(F)(F)F,C(CCC1CCCC2CCCCC12)CC1CCC2CCCCC2C1
189,CHEMBL231413,7.26,CN(C)c1ccc([C@H]2C[C@@]3(C)[C@@H](CC[C@@]3(O)C#CC(F)(F)F)[C@@H]3OCC4=CC(=O)CCC4=C32)cc1,C1CCC(C2CC3CCCC3C3CCC4CCCCC4C23)CC1
190,CHEMBL428011,7.48,CN(C)c1ccc([C@H]2C[C@@]3(C)[C@@H](CC[C@@]3(O)C#CC3CC3)[C@@H]3OCC4=CC(=O)CCC4=C32)cc1,C1CCC(C2CC3C(CCC4CC4)CCC3C3CCC4CCCCC4C23)CC1
191,CHEMBL388432,7.1,Cc1cc(C)c(S(=O)(=O)NC(C)Cc2c[nH]c3cc(F)ccc23)c(C)c1,C1CCC(CCCCC2CCC3CCCCC23)CC1
192,CHEMBL395341,7.19,Cc1cc(C)c(S(=O)(=O)NC(C)Cc2c[nH]c3ccc(F)cc23)c(C)c1,C1CCC(CCCCC2CCC3CCCCC23)CC1
193,CHEMBL395795,7.470000000000001,Cc1cc(C)c(S(=O)(=O)N[C@@H](C)Cc2c[nH]c3ccccc23)c(C)c1,C1CCC(CCCCC2CCC3CCCCC23)CC1
194,CHEMBL245191,7.19,CCC(Cc1c[nH]c2ccccc12)NS(=O)(=O)c1c(Cl)cc(Cl)cc1Cl,C1CCC(CCCCC2CCC3CCCCC23)CC1
195,CHEMBL242812,7.17,CC(Cc1c[nH]c2ccccc12)NS(=O)(=O)c1c(C(C)C)cc(C(C)C)cc1C(C)C,C1CCC(CCCCC2CCC3CCCCC23)CC1
196,CHEMBL397191,7.25,CN(C)c1ccc([C@H]2C[C@@]3(C)[C@@H](CC[C@@]3(O)C#Cc3ccsc3)[C@@H]3OCC4=CC(=O)CCC4=C32)cc1,C1CCC(C2CC3C(CCC4CCCC4)CCC3C3CCC4CCCCC4C23)CC1
197,CHEMBL397239,7.46,CN(C)c1ccc([C@H]2C[C@@]3(C)[C@@H](CC[C@@]3(O)C#Cc3cc(F)cc(F)c3)[C@@H]3OCC4=CC(=O)CCC4=C32)cc1,C1CCC(CCC2CCC3C2CC(C2CCCCC2)C2C4CCCCC4CCC32)CC1
198,CHEMBL231798,7.18,CN(C)c1ccc([C@H]2C[C@@]3(C)[C@@H](CC[C@@]3(O)C#Cc3ccc(C(C)(C)C)cc3)[C@@H]3OCC4=CC(=O)CCC4=C32)cc1,C1CCC(CCC2CCC3C2CC(C2CCCCC2)C2C4CCCCC4CCC32)CC1
199,CHEMBL397212,7.38,CN(C)c1ccc([C@H]2C[C@@]3(C)[C@@H](CC[C@@]3(O)C#Cc3ccc(C#N)cc3)[C@@H]3OCC4=CC(=O)CCC4=C32)cc1,C1CCC(CCC2CCC3C2CC(C2CCCCC2)C2C4CCCCC4CCC32)CC1
200,CHEMBL396983,7.09,COc1ccc(C#C[C@]2(O)CC[C@H]3[C@@H]4OCC5=CC(=O)CCC5=C4[C@@H](c4ccc(N(C)C)cc4)C[C@@]32C)cc1,C1CCC(CCC2CCC3C2CC(C2CCCCC2)C2C4CCCCC4CCC32)CC1
201,CHEMBL232223,7.66,Cc1ccc(C#C[C@]2(O)CC[C@H]3[C@@H]4OCC5=CC(=O)CCC5=C4[C@@H](c4ccc(N(C)C)cc4)C[C@@]32C)cc1,C1CCC(CCC2CCC3C2CC(C2CCCCC2)C2C4CCCCC4CCC32)CC1
202,CHEMBL390700,7.5,CN(C)c1ccc([C@H]2C[C@@]3(C)[C@@H](CC[C@@]3(O)C#Cc3ccc(Br)cc3)[C@@H]3OCC4=CC(=O)CCC4=C32)cc1,C1CCC(CCC2CCC3C2CC(C2CCCCC2)C2C4CCCCC4CCC32)CC1
203,CHEMBL232428,7.36,CN(C)c1ccc([C@H]2C[C@@]3(C)[C@@H](CC[C@@]3(O)C#Cc3ccc(Cl)cc3)[C@@H]3OCC4=CC(=O)CCC4=C32)cc1,C1CCC(CCC2CCC3C2CC(C2CCCCC2)C2C4CCCCC4CCC32)CC1
204,CHEMBL232219,7.42,CN(C)c1ccc([C@H]2C[C@@]3(C)[C@@H](CC[C@@]3(O)C#Cc3ccc(F)cc3)[C@@H]3OCC4=CC(=O)CCC4=C32)cc1,C1CCC(CCC2CCC3C2CC(C2CCCCC2)C2C4CCCCC4CCC32)CC1
205,CHEMBL245134,7.34,CN(C)c1ccc([C@H]2C[C@@]3(C)[C@@H](CC[C@@]3(O)C#Cc3cccc(C(F)(F)F)c3)[C@@H]3OCC4=CC(=O)CCC4=C32)cc1,C1CCC(CCC2CCC3C2CC(C2CCCCC2)C2C4CCCCC4CCC32)CC1
206,CHEMBL395706,7.44,Cc1cccc(C#C[C@]2(O)CC[C@H]3[C@@H]4OCC5=CC(=O)CCC5=C4[C@@H](c4ccc(N(C)C)cc4)C[C@@]32C)c1,C1CCC(CCC2CCC3C2CC(C2CCCCC2)C2C4CCCCC4CCC32)CC1
207,CHEMBL245131,7.31,CN(C)c1ccc([C@H]2C[C@@]3(C)[C@@H](CC[C@@]3(O)C#Cc3cccc(Cl)c3)[C@@H]3OCC4=CC(=O)CCC4=C32)cc1,C1CCC(CCC2CCC3C2CC(C2CCCCC2)C2C4CCCCC4CCC32)CC1
208,CHEMBL244972,7.25,CN(C)c1ccc([C@H]2C[C@@]3(C)[C@@H](CC[C@@]3(O)C#Cc3cccc(F)c3)[C@@H]3OCC4=CC(=O)CCC4=C32)cc1,C1CCC(CCC2CCC3C2CC(C2CCCCC2)C2C4CCCCC4CCC32)CC1
209,CHEMBL396784,7.29,CN(C)c1ccc([C@H]2C[C@@]3(C)[C@@H](CC[C@@]3(O)C#Cc3ccccc3C(F)(F)F)[C@@H]3OCC4=CC(=O)CCC4=C32)cc1,C1CCC(CCC2CCC3C2CC(C2CCCCC2)C2C4CCCCC4CCC32)CC1
210,CHEMBL396451,7.2,CN(C)c1ccc([C@H]2C[C@@]3(C)[C@@H](CC[C@@]3(O)C#Cc3ccccc3Br)[C@@H]3OCC4=CC(=O)CCC4=C32)cc1,C1CCC(CCC2CCC3C2CC(C2CCCCC2)C2C4CCCCC4CCC32)CC1
211,CHEMBL394860,7.19,CN(C)c1ccc([C@H]2C[C@@]3(C)[C@@H](CC[C@@]3(O)C#Cc3ccccc3Cl)[C@@H]3OCC4=CC(=O)CCC4=C32)cc1,C1CCC(CCC2CCC3C2CC(C2CCCCC2)C2C4CCCCC4CCC32)CC1
212,CHEMBL233249,7.19,CN(C)c1ccc([C@H]2C[C@@]3(C)[C@@H](CC[C@@]3(O)C#Cc3ccccc3F)[C@@H]3OCC4=CC(=O)CCC4=C32)cc1,C1CCC(CCC2CCC3C2CC(C2CCCCC2)C2C4CCCCC4CCC32)CC1
213,CHEMBL230901,7.06,CC#C[C@]1(O)CC[C@H]2[C@@H]3OCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C)cc3)C[C@@]21C,C1CCC(C2CC3CCCC3C3CCC4CCCCC4C23)CC1
214,CHEMBL384467,8.449,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,C1CCC2C(C1)CCC1C3CCCC3CCC21
215,CHEMBL428922,8.21,CC/C=C(\C)c1ccsc1/C=C1\Oc2ccc(O)c(OC)c2-c2ccc3c(c21)C(C)=CC(C)(C)N3,C1CCC(CC2CC3CCCCC3C3CCC4CCCCC4C23)C1
216,CHEMBL244715,8.74,COC(=O)c1ccsc1/C=C1\Oc2ccc(O)c(OC)c2-c2ccc3c(c21)C(C)=CC(C)(C)N3,C1CCC(CC2CC3CCCCC3C3CCC4CCCCC4C23)C1
217,CHEMBL244714,9.3,CCO/N=C(\C)c1ccsc1/C=C1\Oc2ccc(O)c(OC)c2-c2ccc3c(c21)C(C)=CC(C)(C)N3,C1CCC(CC2CC3CCCCC3C3CCC4CCCCC4C23)C1
218,CHEMBL397920,9.7,CO/N=C(\C)c1ccsc1/C=C1\Oc2ccc(O)c(OC)c2-c2ccc3c(c21)C(C)=CC(C)(C)N3,C1CCC(CC2CC3CCCCC3C3CCC4CCCCC4C23)C1
219,CHEMBL397919,8.96,COc1c(O)ccc2c1-c1ccc3c(c1/C(=C/c1sccc1/C(C)=N/O)O2)C(C)=CC(C)(C)N3,C1CCC(CC2CC3CCCCC3C3CCC4CCCCC4C23)C1
220,CHEMBL244535,9.52,COc1c(O)ccc2c1-c1ccc3c(c1/C(=C/c1sccc1C(C)=O)O2)C(C)=CC(C)(C)N3,C1CCC(CC2CC3CCCCC3C3CCC4CCCCC4C23)C1
221,CHEMBL395717,9.1,COc1c(O)ccc2c1-c1ccc3c(c1/C(=C/c1sccc1C#N)O2)C(C)=CC(C)(C)N3,C1CCC(CC2CC3CCCCC3C3CCC4CCCCC4C23)C1
222,CHEMBL429466,9.05,COc1c(O)ccc2c1-c1ccc3c(c1/C(=C/c1sccc1CNCC(F)(F)F)O2)C(C)=CC(C)(C)N3,C1CCC(CC2CC3CCCCC3C3CCC4CCCCC4C23)C1
223,CHEMBL243469,9.0,COc1c(O)ccc2c1-c1ccc3c(c1/C(=C/c1sccc1COCCO)O2)C(C)=CC(C)(C)N3,C1CCC(CC2CC3CCCCC3C3CCC4CCCCC4C23)C1
224,CHEMBL395716,9.7,COCc1ccsc1/C=C1\Oc2ccc(O)c(OC)c2-c2ccc3c(c21)C(C)=CC(C)(C)N3,C1CCC(CC2CC3CCCCC3C3CCC4CCCCC4C23)C1
225,CHEMBL394369,9.7,COc1c(O)ccc2c1-c1ccc3c(c1/C(=C/c1sccc1CO)O2)C(C)=CC(C)(C)N3,C1CCC(CC2CC3CCCCC3C3CCC4CCCCC4C23)C1
