name,type_cluster,scaffold,USo,SSo,TUPOR_,TUPOR,SESY,ASER,ACR,CwASo
GB_GA_mut_r_0.01_10k_4,dis,csk,1591,8512,5/41,0.12195121951219512,0.1869125939849624,0.03238326258338387,0.0031525851197982345,267
