index,cluster_0,cluster_1,cluster_2,cluster_3,cluster_4
cluster_0_max,-,0.5196850393700787,0.4745762711864407,0.5983606557377049,0.589041095890411
cluster_1_max,0.5196850393700787,-,0.3058823529411765,0.5625,0.6756756756756757
cluster_2_max,0.4745762711864407,0.3058823529411765,-,0.504424778761062,0.3888888888888889
cluster_3_max,0.5983606557377049,0.5625,0.504424778761062,-,0.45535714285714285
cluster_4_max,0.589041095890411,0.6756756756756757,0.3888888888888889,0.45535714285714285,-
