label,UAFo,CwAFo
FP-0,1,4
FP-1,1,3
FP-2,0,0
FP-3,1,3
FP-4,0,0
FP-5,0,0
FP-6,1,18
FP-7,1,1
FP-8,0,0
FP-9,1,5
FP-10,0,0
FP-11,0,0
FP-12,0,0
FP-13,0,0
FP-14,1,1
FP-15,1,12
FP-16,0,0
FP-17,1,1
FP-18,1,10
FP-19,1,1
FP-20,0,0
FP-21,1,4
FP-22,0,0
FP-23,1,10
FP-24,0,0
FP-25,1,2
FP-26,0,0
FP-27,1,5
FP-28,0,0
FP-29,1,1
FP-30,0,0
FP-31,1,7
FP-32,1,6
FP-33,0,0
FP-34,1,1
FP-35,0,0
FP-36,0,0
FP-37,1,3
FP-38,1,7
FP-39,1,10
FP-40,0,0
FP-41,1,20
FP-42,0,0
FP-43,0,0
FP-44,0,0
FP-45,1,2
FP-46,0,0
FP-47,1,2
FP-48,0,0
FP-49,1,3
FP-50,1,6
FP-51,0,0
FP-52,1,2
FP-53,1,7
FP-54,1,6
FP-55,1,6
FP-56,0,0
FP-57,0,0
FP-58,1,3
FP-59,0,0
FP-60,1,3
FP-61,0,0
FP-62,0,0
FP-63,1,2
FP-64,0,0
FP-65,0,0
FP-66,0,0
FP-67,1,2
FP-68,0,0
FP-69,0,0
FP-70,1,1
FP-71,0,0
FP-72,0,0
FP-73,1,11
FP-74,1,9
FP-75,1,7
FP-76,0,0
FP-77,1,8
FP-78,1,5
FP-79,1,1
FP-80,1,4
FP-81,0,0
FP-82,0,0
FP-83,1,4
FP-84,0,0
FP-85,0,0
FP-86,1,1
FP-87,0,0
FP-88,1,1
FP-89,1,2
FP-90,0,0
FP-91,0,0
FP-92,0,0
FP-93,0,0
FP-94,0,0
FP-95,0,0
FP-96,0,0
FP-97,0,0
FP-98,0,0
FP-99,1,1
FP-100,0,0
FP-101,0,0
FP-102,0,0
FP-103,0,0
FP-104,0,0
FP-105,0,0
FP-106,1,3
FP-107,1,1
FP-108,0,0
FP-109,0,0
FP-110,0,0
FP-111,1,3
FP-112,0,0
FP-113,0,0
FP-114,0,0
FP-115,0,0
FP-116,0,0
FP-117,1,15
FP-118,0,0
FP-119,1,1
FP-120,1,6
FP-121,1,4
FP-122,1,2
FP-123,1,2
FP-124,0,0
FP-125,0,0
FP-126,1,10
FP-127,0,0
FP-128,1,9
FP-129,1,5
FP-130,0,0
FP-131,0,0
FP-132,1,2
FP-133,0,0
FP-134,1,2
FP-135,1,1
FP-136,0,0
FP-137,0,0
FP-138,0,0
FP-139,1,4
FP-140,1,2
FP-141,0,0
FP-142,0,0
FP-143,1,1
FP-144,1,1
FP-145,0,0
FP-146,1,1
FP-147,0,0
FP-148,1,4
FP-149,1,1
FP-150,0,0
FP-151,0,0
FP-152,0,0
FP-153,0,0
FP-154,0,0
