name,type_cluster,phfp,UFo,SSo,TUPOR_,TUPOR,SESY,ASER,CwAFo,ACR,DIV
DrugEx_RNN_epsilon_0.6_250k_0,sim,cdpkit,242305,250000,185/496,0.37298387096774194,0.96922,0.0026228614054366224,654,0.0007640839253262845,0
